run_id,axis,dir,t,gx,gy,gz,idx_ss,theta_ref_x,theta_ref_y,theta_ref_z
1,x,1,0.1,0.1528565527456505,-0.006488369427676607,0.004587630578031248,0,2.0999999999999996,0.0,0.0
1,x,1,0.105,0.15698886285166994,-0.005510258126960263,0.003388930524821065,0,2.0999999999999996,0.0,0.0
1,x,1,0.11,0.16587029057774827,-0.005925131940499148,0.00410848344590566,0,2.0999999999999996,0.0,0.0
1,x,1,0.115,0.17009944862082793,-0.003300377965290723,0.0033282682524327827,0,2.0999999999999996,0.0,0.0
1,x,1,0.12,0.1800606295416127,-0.007361122412268586,0.005661894635323215,0,2.0999999999999996,0.0,0.0
1,x,1,0.125,0.18643350528647262,-0.007406300036478809,0.005184975422995902,0,2.0999999999999996,0.0,0.0
1,x,1,0.13,0.19251809591619617,-0.006946266824183931,0.005310784817279067,0,2.0999999999999996,0.0,0.0
1,x,1,0.135,0.20300821113366235,-0.007729194356885913,0.0039000125258070793,0,2.0999999999999996,0.0,0.0
1,x,1,0.14,0.20877812076614885,-0.009192351936759659,0.006087325951980039,0,2.0999999999999996,0.0,0.0
1,x,1,0.145,0.2143117145893461,-0.007022474908777991,0.004902080338806936,0,2.0999999999999996,0.0,0.0
1,x,1,0.15,0.22272815064480192,-0.007773304841907516,0.006529968422439536,0,2.0999999999999996,0.0,0.0
1,x,1,0.155,0.22673206323329037,-0.008009194511322405,0.003957123437289667,0,2.0999999999999996,0.0,0.0
1,x,1,0.16,0.235838132286521,-0.004745150269106514,0.0028546098149967356,0,2.0999999999999996,0.0,0.0
1,x,1,0.165,0.24600228897188042,-0.006856053851266302,0.0032029630660803973,0,2.0999999999999996,0.0,0.0
1,x,1,0.17,0.24876780431206574,-0.006781990905093965,0.003949045003382546,0,2.0999999999999996,0.0,0.0
1,x,1,0.175,0.258728238233525,-0.007125750683637499,0.005793807180239881,0,2.0999999999999996,0.0,0.0
1,x,1,0.18,0.2654290105652337,-0.007102562727508336,0.005834216084580378,0,2.0999999999999996,0.0,0.0
1,x,1,0.185,0.2730293589716836,-0.005438747984896003,0.006048375273654783,0,2.0999999999999996,0.0,0.0
1,x,1,0.19,0.2795585506045663,-0.006483826707706036,0.005734244943563494,0,2.0999999999999996,0.0,0.0
1,x,1,0.195,0.28412587946334744,-0.006693989448360918,0.0045799186385829995,0,2.0999999999999996,0.0,0.0
1,x,1,0.2,0.2946710851065951,-0.007687210357320052,0.006053476949530515,0,2.0999999999999996,0.0,0.0
1,x,1,0.205,0.3004924621565419,-0.007222422177790702,0.004138846009417895,0,2.0999999999999996,0.0,0.0
1,x,1,0.21,0.31000919154882167,-0.009513746857946745,0.00685647706909548,0,2.0999999999999996,0.0,0.0
1,x,1,0.215,0.31745693353941,-0.007398892280448687,0.006041737364624418,0,2.0999999999999996,0.0,0.0
1,x,1,0.22,0.3230005522474351,-0.00430814633945373,0.005979052411636416,0,2.0999999999999996,0.0,0.0
1,x,1,0.225,0.33263177348955164,-0.008823369030314991,0.005165025344660664,0,2.0999999999999996,0.0,0.0
1,x,1,0.23,0.3350866313637608,-0.007376704228092875,0.007450375655180223,0,2.0999999999999996,0.0,0.0
1,x,1,0.235,0.34487295165262477,-0.00528628882670817,0.005562302186630036,0,2.0999999999999996,0.0,0.0
1,x,1,0.24,0.3520072207584971,-0.007410074973954612,0.004238675178045974,0,2.0999999999999996,0.0,0.0
1,x,1,0.245,0.3579632330206317,-0.01051548096805902,0.004949151508054754,0,2.0999999999999996,0.0,0.0
1,x,1,0.25,0.3660655978047984,-0.007573978743402232,0.004916856114333465,0,2.0999999999999996,0.0,0.0
1,x,1,0.255,0.37356339173306136,-0.005482488804466321,0.0037642275148189546,0,2.0999999999999996,0.0,0.0
1,x,1,0.26,0.37913515799939895,-0.005681210324993833,0.005750938241649457,0,2.0999999999999996,0.0,0.0
1,x,1,0.265,0.3888577229448931,-0.004925399533337567,0.0077806029054279194,0,2.0999999999999996,0.0,0.0
1,x,1,0.27,0.39404868095897255,-0.004553646758291753,0.004133438371106314,0,2.0999999999999996,0.0,0.0
1,x,1,0.275,0.4044284189725151,-0.006141202118904633,0.005762888625703189,0,2.0999999999999996,0.0,0.0
1,x,1,0.28,0.40989902185602556,-0.008689427806796789,0.004005648158479574,0,2.0999999999999996,0.0,0.0
1,x,1,0.285,0.4160054750015389,-0.006322053207951052,0.007499900222451587,0,2.0999999999999996,0.0,0.0
1,x,1,0.29,0.421883182347965,-0.004663931841390143,0.004938154849240811,0,2.0999999999999996,0.0,0.0
1,x,1,0.295,0.42984234895762785,-0.007063723427854726,0.0049157102982512035,0,2.0999999999999996,0.0,0.0
1,x,1,0.3,0.4379171793245163,-0.0074014051624669555,0.0037212243561026382,0,2.0999999999999996,0.0,0.0
1,x,1,0.305,0.4441675175894015,-0.0062233316687119004,0.003751378589717682,0,2.0999999999999996,0.0,0.0
1,x,1,0.31,0.452342640439837,-0.005224040179339677,0.006943075416954755,0,2.0999999999999996,0.0,0.0
1,x,1,0.315,0.4592051967923719,-0.009417419994317344,0.006048745638701576,0,2.0999999999999996,0.0,0.0
1,x,1,0.32,0.4671161611476991,-0.007880198345690755,0.005277624514348298,0,2.0999999999999996,0.0,0.0
1,x,1,0.325,0.47369143045236495,-0.004417027285237648,0.0050973532228614045,0,2.0999999999999996,0.0,0.0
1,x,1,0.33,0.4813361737376006,-0.006490516660118651,0.005619370283389252,0,2.0999999999999996,0.0,0.0
1,x,1,0.335,0.48901878559539796,-0.008111465949232573,0.005674659161537312,0,2.0999999999999996,0.0,0.0
1,x,1,0.34,0.4946104001117482,-0.00907130410226214,0.00679826591143016,0,2.0999999999999996,0.0,0.0
1,x,1,0.345,0.5027281539451353,-0.0069283264093621365,0.005176119469845322,0,2.0999999999999996,0.0,0.0
1,x,1,0.35,0.5088891551803397,-0.0059995787841976645,0.005543033128803062,0,2.0999999999999996,0.0,0.0
1,x,1,0.355,0.5152434440326841,-0.007727951807077767,0.005492723796578654,0,2.0999999999999996,0.0,0.0
1,x,1,0.36,0.5220808882165405,-0.006551528593238691,0.004654954835016918,0,2.0999999999999996,0.0,0.0
1,x,1,0.365,0.5292103498482009,-0.0025619383794008577,0.007682321399014576,0,2.0999999999999996,0.0,0.0
1,x,1,0.37,0.537683845160335,-0.005855041872231063,0.006692739810969932,0,2.0999999999999996,0.0,0.0
1,x,1,0.375,0.5445761340932425,-0.006664748006373494,0.005302521610118252,0,2.0999999999999996,0.0,0.0
1,x,1,0.38,0.5533290267139042,-0.0052975412368367085,0.007330231978682605,0,2.0999999999999996,0.0,0.0
1,x,1,0.385,0.5592969760614883,-0.004053961933565955,0.005549347112599892,0,2.0999999999999996,0.0,0.0
1,x,1,0.39,0.5685896499130464,-0.007751649900806398,0.004227361112919397,0,2.0999999999999996,0.0,0.0
1,x,1,0.395,0.5757222585213141,-0.0061926437456865996,0.006246792329704549,0,2.0999999999999996,0.0,0.0
1,x,1,0.4,0.5800118629293151,-0.00831452185381264,0.00487169285489692,0,2.0999999999999996,0.0,0.0
1,x,1,0.405,0.5877662567410952,-0.007355735475683702,0.0035835438425337158,0,2.0999999999999996,0.0,0.0
1,x,1,0.41,0.5967880666114743,-0.007747192017254812,0.0071016443749829005,0,2.0999999999999996,0.0,0.0
1,x,1,0.415,0.6010643334325044,-0.0069569578594164865,0.0068301485011281575,0,2.0999999999999996,0.0,0.0
1,x,1,0.42,0.6100678817739228,-0.00756302370595482,0.006342041485067525,0,2.0999999999999996,0.0,0.0
1,x,1,0.425,0.6170333582250157,-0.007409121561621913,0.00457794018145806,0,2.0999999999999996,0.0,0.0
1,x,1,0.43,0.6226282974264402,-0.0077470821098171135,0.005852907081423461,0,2.0999999999999996,0.0,0.0
1,x,1,0.435,0.6324441898710628,-0.005959827621410463,0.004947784412421603,0,2.0999999999999996,0.0,0.0
1,x,1,0.44,0.639892715642985,-0.007354805989657843,0.006606180895600205,0,2.0999999999999996,0.0,0.0
1,x,1,0.445,0.6437176602307945,-0.007891717195593458,0.007029611083628273,0,2.0999999999999996,0.0,0.0
1,x,1,0.45,0.6509453531248964,-0.007195487468157383,0.006427092731859908,0,2.0999999999999996,0.0,0.0
1,x,1,0.455,0.657928031395152,-0.009775412819110468,0.006928425925061155,0,2.0999999999999996,0.0,0.0
1,x,1,0.46,0.6697471702026977,-0.006658597450353513,0.006667336893620476,0,2.0999999999999996,0.0,0.0
1,x,1,0.465,0.6724057800179305,-0.005257606903658793,0.005558284578691332,0,2.0999999999999996,0.0,0.0
1,x,1,0.47,0.6820186830080466,-0.006479076203599298,0.006688806015818117,0,2.0999999999999996,0.0,0.0
1,x,1,0.475,0.6884897451885018,-0.006557425163126029,0.0063268807659585995,0,2.0999999999999996,0.0,0.0
1,x,1,0.48,0.6960964490081799,-0.008374044026381918,0.005773661228823117,0,2.0999999999999996,0.0,0.0
1,x,1,0.485,0.7038505949651235,-0.007129648276971521,0.005699041952962683,0,2.0999999999999996,0.0,0.0
1,x,1,0.49,0.7104862876980484,-0.00621345478610871,0.004648986569939116,0,2.0999999999999996,0.0,0.0
1,x,1,0.495,0.7172759178369542,-0.007207727243785479,0.00688309170272588,0,2.0999999999999996,0.0,0.0
1,x,1,0.5,0.7164128457914339,-0.006749978744128302,0.004085900888627786,1,2.0999999999999996,0.0,0.0
1,x,1,0.505,0.7153260778081044,-0.006363858368088767,0.008983579982484832,1,2.0999999999999996,0.0,0.0
1,x,1,0.51,0.7168407303593981,-0.008369926576716872,0.006248951247226351,1,2.0999999999999996,0.0,0.0
1,x,1,0.515,0.715327890856967,-0.005650247243313996,0.006152887785305115,1,2.0999999999999996,0.0,0.0
1,x,1,0.52,0.7176638496411124,-0.007614836961417213,0.007356156597585099,1,2.0999999999999996,0.0,0.0
1,x,1,0.525,0.7144516855182695,-0.007365730843966894,0.006693547489029765,1,2.0999999999999996,0.0,0.0
1,x,1,0.53,0.7160779789488251,-0.006896685936683823,0.0064767984254892295,1,2.0999999999999996,0.0,0.0
1,x,1,0.535,0.7176586000320827,-0.0065298630584875155,0.0065322209345125,1,2.0999999999999996,0.0,0.0
1,x,1,0.54,0.7174553563781048,-0.00929427248603589,0.0052723490899801466,1,2.0999999999999996,0.0,0.0
1,x,1,0.545,0.7147376891240891,-0.006631957363307729,0.006555195309245951,1,2.0999999999999996,0.0,0.0
1,x,1,0.55,0.7180623540844356,-0.006907667620145333,0.0054051283989689615,1,2.0999999999999996,0.0,0.0
1,x,1,0.555,0.7165608009741469,-0.010025589957809364,0.005650951096885374,1,2.0999999999999996,0.0,0.0
1,x,1,0.56,0.7135834766819344,-0.00694007110520442,0.005792771712774926,1,2.0999999999999996,0.0,0.0
1,x,1,0.565,0.7162412691930933,-0.008704217873842767,0.005364257806648703,1,2.0999999999999996,0.0,0.0
1,x,1,0.57,0.7172311396690666,-0.009410497891994928,0.006656256458735959,1,2.0999999999999996,0.0,0.0
1,x,1,0.575,0.7154265335676556,-0.009753403610135701,0.007448978272527322,1,2.0999999999999996,0.0,0.0
1,x,1,0.58,0.7179950169076137,-0.00815525506223835,0.0054957976149122454,1,2.0999999999999996,0.0,0.0
1,x,1,0.585,0.7160989504415692,-0.008534091422137501,0.005402767911549036,1,2.0999999999999996,0.0,0.0
1,x,1,0.59,0.7169400731460309,-0.00449654869903048,0.005709819221603656,1,2.0999999999999996,0.0,0.0
1,x,1,0.595,0.7176277250301929,-0.00690595133976458,0.004260541234223611,1,2.0999999999999996,0.0,0.0
1,x,1,0.6,0.7163706767043811,-0.007610072972285401,0.007710991788723287,1,2.0999999999999996,0.0,0.0
1,x,1,0.605,0.7182061840610156,-0.006872480430154585,0.007435685106186392,1,2.0999999999999996,0.0,0.0
1,x,1,0.61,0.716224367919981,-0.005832901541271848,0.006210371212346307,1,2.0999999999999996,0.0,0.0
1,x,1,0.615,0.7177172095513484,-0.005720825503846509,0.006888095858911779,1,2.0999999999999996,0.0,0.0
1,x,1,0.62,0.715510094561264,-0.00798876149150337,0.006927480843636506,1,2.0999999999999996,0.0,0.0
1,x,1,0.625,0.7174721524844695,-0.007178253803338892,0.0057564797580559515,1,2.0999999999999996,0.0,0.0
1,x,1,0.63,0.716629666536155,-0.007789865937825258,0.005799797374933333,1,2.0999999999999996,0.0,0.0
1,x,1,0.635,0.71875204015953,-0.008065681817682822,0.006658567320548149,1,2.0999999999999996,0.0,0.0
1,x,1,0.64,0.7165835091213207,-0.00911716602202225,0.004712879926855419,1,2.0999999999999996,0.0,0.0
1,x,1,0.645,0.7163026590888114,-0.010133772680133645,0.008113446354428986,1,2.0999999999999996,0.0,0.0
1,x,1,0.65,0.7159660623475724,-0.008020468199334468,0.007445370094912576,1,2.0999999999999996,0.0,0.0
1,x,1,0.655,0.7162311366745612,-0.006488539556905323,0.005470156925087502,1,2.0999999999999996,0.0,0.0
1,x,1,0.66,0.7164545201246768,-0.006044130580018206,0.0051520054015683865,1,2.0999999999999996,0.0,0.0
1,x,1,0.665,0.7170332821195653,-0.010783116154245384,0.0074920552496181994,1,2.0999999999999996,0.0,0.0
1,x,1,0.67,0.7157323003194428,-0.007519920474734276,0.005992251029577242,1,2.0999999999999996,0.0,0.0
1,x,1,0.675,0.7152301718369526,-0.008872282470066894,0.006673478964267322,1,2.0999999999999996,0.0,0.0
1,x,1,0.68,0.7170820025800207,-0.00863938286442103,0.006695170103798064,1,2.0999999999999996,0.0,0.0
1,x,1,0.685,0.7170694730100874,-0.007929506736018967,0.0046771550205635115,1,2.0999999999999996,0.0,0.0
1,x,1,0.69,0.7163549480238387,-0.006888885356580723,0.00603524845492022,1,2.0999999999999996,0.0,0.0
1,x,1,0.695,0.7156890071235155,-0.006746242841791712,0.0074918569516300194,1,2.0999999999999996,0.0,0.0
1,x,1,0.7,0.7154756437627156,-0.007817210538778685,0.009117456861407353,1,2.0999999999999996,0.0,0.0
1,x,1,0.705,0.7167490411957002,-0.009173529683922058,0.005574659164727345,1,2.0999999999999996,0.0,0.0
1,x,1,0.71,0.7154916950509673,-0.006867449493687031,0.006438499891820576,1,2.0999999999999996,0.0,0.0
1,x,1,0.715,0.7156362153777587,-0.0048011646134226245,0.00619364665825081,1,2.0999999999999996,0.0,0.0
1,x,1,0.72,0.7158531239565998,-0.009109570489437939,0.00511575803842039,1,2.0999999999999996,0.0,0.0
1,x,1,0.725,0.7149047714161471,-0.007666795277170187,0.005126539956325109,1,2.0999999999999996,0.0,0.0
1,x,1,0.73,0.7173407807959749,-0.008218204993303625,0.00702422109080106,1,2.0999999999999996,0.0,0.0
1,x,1,0.735,0.7169897607932995,-0.006496289430918294,0.007086423960583925,1,2.0999999999999996,0.0,0.0
1,x,1,0.74,0.718791988134677,-0.008588596341572625,0.007030599204409245,1,2.0999999999999996,0.0,0.0
1,x,1,0.745,0.7168777427917065,-0.005911407345946718,0.006221877278652828,1,2.0999999999999996,0.0,0.0
1,x,1,0.75,0.7178112135642429,-0.009208244387433156,0.004995260572169196,1,2.0999999999999996,0.0,0.0
1,x,1,0.755,0.7157169477105354,-0.007504649596325413,0.006150991563648635,1,2.0999999999999996,0.0,0.0
1,x,1,0.76,0.7155119672809902,-0.008787221482196055,0.005379180848022245,1,2.0999999999999996,0.0,0.0
1,x,1,0.765,0.714348831929841,-0.007803388904724762,0.006035752967962293,1,2.0999999999999996,0.0,0.0
1,x,1,0.77,0.716929243739639,-0.007166379594219527,0.008072737966185961,1,2.0999999999999996,0.0,0.0
1,x,1,0.775,0.7173748480123214,-0.0063677613058796935,0.0065011719805395055,1,2.0999999999999996,0.0,0.0
1,x,1,0.78,0.7170428702094245,-0.007709035579598322,0.006209583736554248,1,2.0999999999999996,0.0,0.0
1,x,1,0.785,0.7187058684895404,-0.007498076397255675,0.004634948436633965,1,2.0999999999999996,0.0,0.0
1,x,1,0.79,0.7172361695496694,-0.006174707879046251,0.006269975773954078,1,2.0999999999999996,0.0,0.0
1,x,1,0.795,0.7141459854585539,-0.005598751049929165,0.0063528973990026015,1,2.0999999999999996,0.0,0.0
1,x,1,0.8,0.7160276898472355,-0.0057367172101553555,0.0038728976957451487,1,2.0999999999999996,0.0,0.0
1,x,1,0.805,0.7165342334734596,-0.008157110653055334,0.007741360856780095,1,2.0999999999999996,0.0,0.0
1,x,1,0.81,0.7166914594795134,-0.008610516596138132,0.007352058191013174,1,2.0999999999999996,0.0,0.0
1,x,1,0.815,0.7134491614637121,-0.00668893760687674,0.004710379259864062,1,2.0999999999999996,0.0,0.0
1,x,1,0.82,0.7158450748288127,-0.007736948259121197,0.007101123638475275,1,2.0999999999999996,0.0,0.0
1,x,1,0.825,0.7190440936144733,-0.0098913741249547,0.006590934657031272,1,2.0999999999999996,0.0,0.0
1,x,1,0.83,0.7190429473523984,-0.008202101561393003,0.005401501065105252,1,2.0999999999999996,0.0,0.0
1,x,1,0.835,0.7166831354945331,-0.006239630982393422,0.00682335784464252,1,2.0999999999999996,0.0,0.0
1,x,1,0.84,0.7159695574788029,-0.008523551747973207,0.007547742938991221,1,2.0999999999999996,0.0,0.0
1,x,1,0.845,0.7154705150884325,-0.010082659078019784,0.004501264928415181,1,2.0999999999999996,0.0,0.0
1,x,1,0.85,0.7157086322104145,-0.005310492260223064,0.004792801747809447,1,2.0999999999999996,0.0,0.0
1,x,1,0.855,0.7182263017990971,-0.005570453540750454,0.006347754270584869,1,2.0999999999999996,0.0,0.0
1,x,1,0.86,0.7133410869021326,-0.00905768303703399,0.005403110121276753,1,2.0999999999999996,0.0,0.0
1,x,1,0.865,0.7184768420908805,-0.0081968349884242,0.00524977461293877,1,2.0999999999999996,0.0,0.0
1,x,1,0.87,0.71662596234252,-0.009373335923719136,0.006072916354896522,1,2.0999999999999996,0.0,0.0
1,x,1,0.875,0.7154417311892433,-0.0036371503075896803,0.005090613717370308,1,2.0999999999999996,0.0,0.0
1,x,1,0.88,0.7187159215986387,-0.008996233815776074,0.0063890529588720305,1,2.0999999999999996,0.0,0.0
1,x,1,0.885,0.717000376799847,-0.007201529591234405,0.006188440866402591,1,2.0999999999999996,0.0,0.0
1,x,1,0.89,0.7174337478409254,-0.006815684868943975,0.005909807397552588,1,2.0999999999999996,0.0,0.0
1,x,1,0.895,0.7155906801191342,-0.0076320397495445525,0.005904103211892534,1,2.0999999999999996,0.0,0.0
1,x,1,0.9,0.7161626821272452,-0.007293320668366464,0.004549745674406427,1,2.0999999999999996,0.0,0.0
1,x,1,0.905,0.7151669055416547,-0.006235516731383206,0.003624540318508126,1,2.0999999999999996,0.0,0.0
1,x,1,0.91,0.7178364384128397,-0.008182488974035387,0.007936418975191862,1,2.0999999999999996,0.0,0.0
1,x,1,0.915,0.7178714586546666,-0.007858359909985776,0.005853911965409402,1,2.0999999999999996,0.0,0.0
1,x,1,0.92,0.7183119130149415,-0.005617472038192534,0.007170014211027264,1,2.0999999999999996,0.0,0.0
1,x,1,0.925,0.7177730294956263,-0.008922530668470392,0.006325827030200267,1,2.0999999999999996,0.0,0.0
1,x,1,0.93,0.7154755479580378,-0.008958521346628905,0.006280276523553458,1,2.0999999999999996,0.0,0.0
1,x,1,0.935,0.7159033888984992,-0.007632749489288836,0.0055499614140522655,1,2.0999999999999996,0.0,0.0
1,x,1,0.94,0.7148946274632199,-0.005024489669384466,0.006271409180163337,1,2.0999999999999996,0.0,0.0
1,x,1,0.945,0.7146693677087579,-0.007145240721200334,0.007773528777063842,1,2.0999999999999996,0.0,0.0
1,x,1,0.95,0.717550472977602,-0.00812621139654902,0.0055558217597016105,1,2.0999999999999996,0.0,0.0
1,x,1,0.955,0.7152515093242142,-0.008439155372449433,0.0053730252779750345,1,2.0999999999999996,0.0,0.0
1,x,1,0.96,0.7146380738994391,-0.00802157215291341,0.006478376434122728,1,2.0999999999999996,0.0,0.0
1,x,1,0.965,0.7159032036188979,-0.007095705248577354,0.007884126549832098,1,2.0999999999999996,0.0,0.0
1,x,1,0.97,0.7186027983850303,-0.00749509797468931,0.0070682003852703505,1,2.0999999999999996,0.0,0.0
1,x,1,0.975,0.7162000243267963,-0.008083023526861148,0.004871492059363478,1,2.0999999999999996,0.0,0.0
1,x,1,0.98,0.7165039348470756,-0.005881864805027346,0.004698138100113193,1,2.0999999999999996,0.0,0.0
1,x,1,0.985,0.716055487632535,-0.007869478213135848,0.006371566768604924,1,2.0999999999999996,0.0,0.0
1,x,1,0.99,0.7167153188330663,-0.006647870190204242,0.008186680459638112,1,2.0999999999999996,0.0,0.0
1,x,1,0.995,0.7153554050337798,-0.008695633455075213,0.006372102101816171,1,2.0999999999999996,0.0,0.0
1,x,1,1.0,0.7181432682474024,-0.009447329165763223,0.006464509597030805,1,2.0999999999999996,0.0,0.0
1,x,1,1.005,0.7161583936946719,-0.006203996562151413,0.006791009122694435,1,2.0999999999999996,0.0,0.0
1,x,1,1.01,0.7164582201741783,-0.006717468299605115,0.005375894141006595,1,2.0999999999999996,0.0,0.0
1,x,1,1.015,0.7173602691526973,-0.005458867056206945,0.0062101765599821765,1,2.0999999999999996,0.0,0.0
1,x,1,1.02,0.7159104567458404,-0.0076032129039842605,0.006968677299463028,1,2.0999999999999996,0.0,0.0
1,x,1,1.025,0.7163497608444936,-0.009079500881892662,0.007147315261192604,1,2.0999999999999996,0.0,0.0
1,x,1,1.03,0.7152205972897372,-0.006805708348297707,0.004047001926977472,1,2.0999999999999996,0.0,0.0
1,x,1,1.035,0.7165297809455569,-0.0074956144735608445,0.0039362257617945665,1,2.0999999999999996,0.0,0.0
1,x,1,1.04,0.7167993774083093,-0.008941904499297238,0.00619322712195739,1,2.0999999999999996,0.0,0.0
1,x,1,1.045,0.7159059188393839,-0.009472778998894744,0.004949701350441759,1,2.0999999999999996,0.0,0.0
1,x,1,1.05,0.7152411676361178,-0.0060246220470117524,0.007019397099070121,1,2.0999999999999996,0.0,0.0
1,x,1,1.055,0.7190334017116226,-0.008116626877402404,0.005501527467752985,1,2.0999999999999996,0.0,0.0
1,x,1,1.06,0.7165618475149926,-0.007897373283109806,0.005459180656007992,1,2.0999999999999996,0.0,0.0
1,x,1,1.065,0.7164653098187906,-0.006414947935027838,0.0037766448786523354,1,2.0999999999999996,0.0,0.0
1,x,1,1.07,0.7157133590194268,-0.009363910163228106,0.005930785795762157,1,2.0999999999999996,0.0,0.0
1,x,1,1.075,0.7169191560031741,-0.0058362814418070705,0.005622879831326391,1,2.0999999999999996,0.0,0.0
1,x,1,1.08,0.7165275270722268,-0.00975497463697662,0.005153487568545192,1,2.0999999999999996,0.0,0.0
1,x,1,1.085,0.716648570363334,-0.009302620208233674,0.007460713272908995,1,2.0999999999999996,0.0,0.0
1,x,1,1.09,0.7170282196894066,-0.008666414203428433,0.0044696197513413236,1,2.0999999999999996,0.0,0.0
1,x,1,1.095,0.7155368432607628,-0.008659048043978195,0.004761302527014192,1,2.0999999999999996,0.0,0.0
1,x,1,1.1,0.7147118276313393,-0.0077225601430938855,0.006905486869031753,1,2.0999999999999996,0.0,0.0
1,x,1,1.105,0.7155467013207482,-0.006777163061053964,0.005739483065920345,1,2.0999999999999996,0.0,0.0
1,x,1,1.11,0.7171347800298972,-0.008501068625578806,0.006409090614239836,1,2.0999999999999996,0.0,0.0
1,x,1,1.115,0.7165441575700155,-0.005492752785436299,0.00671461750782688,1,2.0999999999999996,0.0,0.0
1,x,1,1.12,0.7167072085653083,-0.009457843593862642,0.005522226832248796,1,2.0999999999999996,0.0,0.0
1,x,1,1.125,0.7154395222944887,-0.008551087238916948,0.00611705737339384,1,2.0999999999999996,0.0,0.0
1,x,1,1.13,0.7166889852942633,-0.007008082416841834,0.0074875882746811544,1,2.0999999999999996,0.0,0.0
1,x,1,1.135,0.716980259116758,-0.009118991217717507,0.00632279497210858,1,2.0999999999999996,0.0,0.0
1,x,1,1.14,0.7171012529213082,-0.0056329353685995245,0.005930389228609428,1,2.0999999999999996,0.0,0.0
1,x,1,1.145,0.7162266389765971,-0.005889544816157326,0.006296441691671989,1,2.0999999999999996,0.0,0.0
1,x,1,1.15,0.7144819100142651,-0.00993802035645142,0.008124854629743163,1,2.0999999999999996,0.0,0.0
1,x,1,1.155,0.7143435267728775,-0.007634096647007012,0.007071428671864747,1,2.0999999999999996,0.0,0.0
1,x,1,1.16,0.7142824714659779,-0.00891418486396314,0.0047285854168170275,1,2.0999999999999996,0.0,0.0
1,x,1,1.165,0.7185613515627434,-0.004574584289574081,0.005292411099932766,1,2.0999999999999996,0.0,0.0
1,x,1,1.17,0.7170953979083965,-0.006968712607717984,0.005791127366684967,1,2.0999999999999996,0.0,0.0
1,x,1,1.175,0.7144478682088544,-0.004169550377342089,0.0041023848468160345,1,2.0999999999999996,0.0,0.0
1,x,1,1.18,0.7166545260853731,-0.00830663678967563,0.007208867452802364,1,2.0999999999999996,0.0,0.0
1,x,1,1.185,0.7174151360114063,-0.00877033878524158,0.005230860449450569,1,2.0999999999999996,0.0,0.0
1,x,1,1.19,0.7145398183253808,-0.0071272782906086655,0.006881965008828367,1,2.0999999999999996,0.0,0.0
1,x,1,1.195,0.7158700030782117,-0.0077427259028843435,0.008198631385406484,1,2.0999999999999996,0.0,0.0
1,x,1,1.2,0.7175234851681915,-0.005513129384665383,0.003633750868740349,1,2.0999999999999996,0.0,0.0
1,x,1,1.205,0.7170566304487499,-0.007048078587778748,0.004722816141966674,1,2.0999999999999996,0.0,0.0
